Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-NBI-011,KEN-NBI-011,Nairobi,South B - Nairobi Dam,1/1/2009,12/31/2020,Nairobi Dam and its riparian buffer in South B area was subject to encroachment by private developers and informal settlers. NEMA issued notices against development in the protected area.,Water-Land,Water Body Encroachment,Private Developers; Nairobi City County; NEMA; South B Residents,"Nairobi Dam, located in South B/South C area, was constructed in the 1950s and serves as a recreational and ecological resource. However, its catchment and riparian buffer zones have been subject to significant encroachment. Private developers obtained c",NEMA; Kenya Law; Nation Media,https://nema.go.ke,Government/Regulatory,-1.308,36.823,0,500+,NEMA Enforcement Notices,Ongoing - Partial Enforcement,"Nairobi Dam, South B, encroachment, NEMA, conservation, title deeds, developer",Yes,0.73,Well-documented situation; composite entry.
KEN-NBI-012,KEN-NBI-012,Nairobi,Athi River - Nairobi Section,1/1/2004,12/31/2024,"Industries in Nairobi Industrial Area discharge untreated effluent into the Nairobi River which flows into the Athi River, polluting water sources downstream and creating land-water tenure conflicts over contaminated riparian land.",Water-Land,Industrial Pollution-Water Conflict,Nairobi Industrial Area Industries; Residents Downstream; WRMA; NEMA; Mavoko Municipality,"The Nairobi River has been severely polluted by industrial and domestic waste since at least the 1990s. By 2004, the river running through the Industrial Area was described as biologically dead. Industries have dumped chemical effluent, textile dyes, and",GRIN Academic Study; NEMA; WRMA; Nation Media,https://www.grin.com/document/110866,Academic; Regulatory,-1.305,36.888,0,Unknown,NEMA/WRMA Enforcement Actions,Ongoing - Systemic,"Nairobi River, Athi River, industrial pollution, effluent, NEMA, WRMA, water rights, downstream conflict",Yes,0.8,Well-documented through multiple academic and regulatory sources.
KEN-NBI-013,KEN-NBI-013,Nairobi,Ruai - Dandora,1/1/2010,12/31/2024,"The Dandora Municipal Sewage Treatment Plant regularly overflows, contaminating the Nairobi River and surrounding land, affecting residents in Ruai and Dandora and farmers downstream in Machakos.",Water-Land,Sewage - Water Rights Conflict,City Council of Nairobi; Ruai Residents; Dandora Residents; Downstream Farmers; NEMA,"The Dandora Municipal Sewage Treatment Plant (MSWTP) in Ruai, established in the 1970s, has consistently operated beyond its design capacity as Nairobi's population grew. From 2010 onwards, reports documented frequent overflow of raw sewage into the Nair",NEMA; Nation Media; Kenya Human Rights Commission; Standard Media,https://nema.go.ke,Regulatory; Print/Online News,-1.253,36.92,5,1000+,Active Litigation,Ongoing - Systemic,"Dandora, Ruai, sewage, Nairobi River, water contamination, NEMA, farmers, Machakos, health, flooding",Yes,0.82,Composite entry based on well-documented long-standing pollution-land conflict.
KEN-NBI-015,KEN-NBI-015,Nairobi,Embakasi - Utawala,1/1/2015,12/31/2022,"Rapid residential development in Utawala, Embakasi encroached on seasonal rivers and drainage channels. Flooding became frequent, and water supply to residents was compromised by pollution of shallow wells.",Water-Land,Riparian Encroachment - Residential,Utawala Residents; Ruai Water Company; Nairobi County; National Environment Tribunal,"The rapid residential development in Utawala and broader Embakasi area from 2010 onwards was marked by widespread encroachment on seasonal rivers, drainage channels, and wetlands. By 2015, multiple residential estates had been built across or adjacent to",Standard Media; Nation Media; National Environment Tribunal,https://standardmedia.co.ke,Print/Online News; Regulatory,-1.295,37,2,300+,NEM Complaints Filed,Ongoing - Unresolved,"Utawala, Embakasi, residential, drainage, flooding, wells, water contamination, Nairobi County",Yes,0.72,Composite entry based on documented reporting and tribunal records.
KEN-KBU-002,KEN-KBU-002,Kiambu,Ruiru - Ruiru Dam Catchment,1/1/2010,12/31/2024,"Rapid real estate development in Ruiru encroached on the catchment area and riparian reserve of Ruiru Dam, which supplies water to parts of Nairobi. WRMA repeatedly flagged the illegal developments threatening water supply.",Water-Land,Water Catchment Encroachment,Ruiru Dam Authority; Kiambu County Government; Real Estate Developers; WRMA; Nairobi City Water,"Ruiru Dam, located in Kiambu County, is one of the key water supply reservoirs for Nairobi. From 2010, rapid urbanization in Ruiru led to large-scale real estate developments that encroached on the dam's water catchment area and the riparian reserves of",WRMA; Nairobi City Water and Sewerage Company; Nation Media,https://waterservices.go.ke,Regulatory; Print/Online News,-1.1453,36.9612,0,Unknown,Administrative - Multiple Enforcement Notices,Ongoing,"Ruiru Dam, catchment, encroachment, WRMA, real estate, water supply, Kiambu, Nairobi water",Yes,0.83,Well-documented in WRMA reports and media coverage.
KEN-KBU-003,KEN-KBU-003,Kiambu,Kikuyu - Gitaru,1/1/2012,12/31/2020,"KenGen's Gitaru Hydroelectric Power Station on the Tana River in Kiambu/Murang'a border area diverts significant water volumes, reducing flow for downstream agricultural water users. Farmers contested water allocation orders.",Water-Land,Water Diversion Conflict,Gitaru Water Users; Kenya Electricity Generating Company (KenGen); Small-Scale Farmers,"KenGen's Gitaru Power Station, located on the Tana River near Gitaru in the boundary zone of Kiambu and Murang'a, is part of Kenya's largest hydroelectric cascade. Water diversion for power generation has been a source of conflict with smallholder farmer",WRMA; Nation Media; Kenya National Farmers Federation,https://wrma.go.ke,Regulatory; NGO Reports,-1.162,36.912,0,Unknown,Administrative Dispute - WRMA Adjudication,Partially Resolved,"Gitaru, KenGen, hydroelectric, water diversion, Tana River, farmers, irrigation, water rights, Kiambu",Yes,0.75,Referenced in water rights allocation studies for Tana basin.
KEN-KBU-004,KEN-KBU-004,Kiambu,Limuru - Tigoni,1/1/2005,12/31/2020,"Tea estates in Tigoni, Limuru absorbed large volumes of water from streams for irrigation and tea processing, depriving smallholder farmers and villages downstream of water access. Multiple petitions to WRMA were filed.",Water-Land,Tea Plantation Water Rights Conflict,Tigoni Tea Estate; Small Farmers; Limuru Water Company; WRMA,"Limuru's Tigoni area hosts some of Kenya's most productive tea plantations. Large-scale tea processing plants abstract significant water from streams and rivers for both irrigation and processing. From 2005, documented complaints from smallholder farmers",WRMA; Nation Media; Limuru Tea Farmers Association,https://wrma.go.ke,Regulatory; NGO,-0.98,36.67,0,0,Administrative - Water Permit Review,Ongoing - Partially Addressed,"Tigoni, Limuru, tea estate, water rights, WRMA, smallholder, irrigation, stream diversion, Kiambu",Yes,0.74,Referenced in academic studies on agribusiness water use in central Kenya highlands.
KEN-KBU-005,KEN-KBU-005,Kiambu,Githunguri - Gathanga,1/1/2015,12/31/2023,"Rapid growth of dairy farming in Githunguri led to encroachment on stream catchments and pollution of water sources by animal waste, creating conflict between the dairy cooperative and downstream water users.",Water-Land,Water Source Encroachment - Agricultural,Githunguri Dairy Cooperative; Local Farmers; Kiambu Water Authority; WRMA,"Githunguri is home to Fresha - a major dairy cooperative brand - and has Kenya's highest density of dairy cattle. By 2015, documented reports from Kiambu County noted that the proliferation of zero-grazing dairy units had led to significant pollution of",WRMA; Kiambu County Government Reports; Standard Media,https://kiambu.go.ke,County Government; Regulatory,-1.035,36.674,0,0,Administrative Complaints,Ongoing - Partially Addressed,"Githunguri, dairy, water pollution, animal waste, Kiambu, stream encroachment, WRMA, cooperative",Yes,0.73,Referenced in county water quality reports.
KEN-KBU-006,KEN-KBU-006,Kiambu,Karura Forest - Kiambu Road,1/1/2004,12/31/2008,"Attempted excision and encroachment of Karura Forest, whose streams feed the Kirichwa River system, led to major protests and legal actions spearheaded by Prof Wangari Maathai and the Green Belt Movement.",Water-Land,Forest-Riparian Land Dispute,Wangari Maathai; Green Belt Movement; Government of Kenya; Private Developers,"Karura Forest in Nairobi/Kiambu border is a critical urban forest that serves as the primary water catchment for the Kirichwa Kubwa and Kirichwa Ndogo rivers flowing through Nairobi. Between 2004 and 2008, the forest faced threats from attempted excision",Green Belt Movement; Nation Media; Kenya Law,https://greenbeltmovement.org,NGO; Print/Online News,-1.228,36.832,3,0,Court Petitions Filed; Forest Declared Protected,Resolved - Forest Protected,"Karura Forest, Green Belt Movement, Wangari Maathai, water catchment, Kirichwa River, encroachment, forest excision, Kiambu",Yes,0.88,Well-documented iconic case. Cross-referenced academic and news sources.
KEN-KBU-007,KEN-KBU-007,Kiambu,Thika - Ndarugu River Area,1/1/2010,12/31/2024,"Factories in Thika's industrial area discharge untreated effluent into the Ndarugu River (a tributary of the Athi River), destroying water quality for downstream agricultural users in Kiambu and Machakos.",Water-Land,Industrial Pollution - Water Rights,Thika Industrial Factories; Ndarugu River Farmers; NEMA; WRMA; Thika Town Residents,"Thika is one of Kenya's major industrial towns, hosting factories in textile, food processing, and chemical sectors. Documentation from 2010 to 2024 records repeated complaints by farmers and community groups about industrial effluent discharged into the",NEMA; WRMA; Nation Media; Standard Media,https://nema.go.ke,Regulatory; Print/Online News,-1.038,37.083,5,Unknown,Active - Regulatory Enforcement Ongoing,Ongoing - Systemic,"Thika, Ndarugu River, industrial effluent, NEMA, WRMA, water pollution, agriculture, Athi River, Kiambu",Yes,0.82,Well-documented long-term industrial pollution conflict.
KEN-KBU-008,KEN-KBU-008,Kiambu,Kiambu Town - Kiambu River,1/1/2014,12/31/2022,Kiambu town's water supply infrastructure abstracting water from the Kiambu River conflicted with downstream farmers and landowners who contested the prioritization of urban water supply over agricultural needs.,Water-Land,Municipal Water Abstraction Conflict,Kiambu County Water Department; Private Land Owners; Downstream Farming Communities; WRMA,"As Kiambu town grew rapidly following the creation of Kiambu County in 2013, the county water department increased abstraction from the Kiambu River to meet urban demand. Downstream farmers, particularly in the Kiambu-Ruiru boundary area, reported reduce",WRMA; Kiambu County Water Department; Standard Media,https://wrma.go.ke,Regulatory; County Government,-1.1711,36.831,0,0,WRMA Review - Allocation Plan,Partially Resolved,"Kiambu River, water abstraction, urban supply, farming, WRMA, allocation, Kiambu County",Yes,0.74,Referenced in WRMA basin water allocation reports.
KEN-MCK-008,KEN-MCK-008,Machakos,Kangundo,1/1/2012,12/31/2020,"A small-scale irrigation canal network in Kangundo, Machakos was constructed across private farmlands without adequate compensation or consent, leading to disputes between the national irrigation authority and affected landowners.",Water-Land,Irrigation Canal Land Conflict,Kangundo Small-Scale Irrigators Association; National Irrigation Authority; County Government of Machakos; Private Landowners,"The National Irrigation Authority (NIA) extended a small-scale irrigation canal network in Kangundo, Machakos County to support food production in 2012-2015. The canals were routed across several private farms without formal compulsory acquisition or con",National Irrigation Authority; Machakos ELC; Standard Media,https://standardmedia.co.ke,Regulatory; Court Records,-1.2488,37.3382,0,0,Partial Mediation; Some Court Cases,Partially Resolved,"Kangundo, irrigation canal, private land, compulsory acquisition, NIA, Machakos, smallholder",Yes,0.72,Composite based on county and irrigation authority records.
KEN-NBI-018,KEN-NBI-018,Nairobi,Korogocho,1/1/2004,12/31/2020,"Korogocho informal settlement developed on and adjacent to the Nairobi River's northern bank, with decades of riparian encroachment and conflict over periodic eviction threats.",Water-Land,Riparian Conflict - Informal Settlement,Korogocho Residents; Nairobi City Council; Kenya Red Cross; NGOs,"Korogocho is one of Nairobi's oldest and largest informal settlements, built partly on the banks of the Nairobi River's northern side. The settlement's proximity to the river has created persistent riparian encroachment conflicts. Periodic government dri",Nation Media; Kenya Red Cross; COHRE Reports,https://standardmedia.co.ke,Print/Online News; NGO,-1.245,36.887,8,2000+,Enforcement Notices Periodic,Ongoing - Chronic,"Korogocho, Nairobi River, riparian, informal settlement, flooding, tenure insecurity, eviction",Yes,0.75,Well-documented long-standing situation.
KEN-NBI-019,KEN-NBI-019,Nairobi,South C - Outer Ring Road,1/1/2016,12/31/2022,"A private developer in South C encroached on a Kenya National Highways Authority (KENHA) drainage wayleave along Outer Ring Road, diverting stormwater drainage and causing flooding of neighbouring properties.",Water-Land,Drainage Channel Encroachment,Private Developer; Nairobi County; KENHA; Affected Residents,"In 2016, residents of South C reported flooding attributable to diversion of a stormwater drainage channel. Investigation revealed that a developer had constructed a perimeter wall and buildings that encroached on the KENHA wayleave (reserved drainage co",KENHA; NEMA; NLC; Standard Media,https://standardmedia.co.ke,Regulatory; Print/Online News,-1.3,36.87,0,100+,Administrative - KENHA Notice,Partially Resolved,"South C, drainage channel, KENHA, wayleave, flooding, developer, Outer Ring Road, Nairobi County",Yes,0.71,Referenced in KENHA wayleave enforcement records.
KEN-NBI-020,KEN-NBI-020,Nairobi,Huruma,4/24/2024,5/31/2024,"The April 2024 Nairobi floods that killed multiple people in Huruma were followed by contested eviction orders, with residents arguing the land they occupied had been illegally withheld from them for decades.",Water-Land,Flash Flood - Land Tenure Conflict,Huruma Residents; National Government; Nairobi County; Human Rights Organisations,"On April 24, 2024, severe flash floods in Nairobi triggered by heavy rains killed residents in low-lying informal settlements including Huruma. In the aftermath, the government issued eviction orders for all residents on riparian and flood-prone land. In",Standard Media; The Kenya Times,https://www.standardmedia.co.ke/nairobi/article/2001494577/residents-living-on-riparian-land-cry-foul-over-forceful-eviction,Print/Online News,-1.254,36.874,15,500+,Post-Flood Eviction Notice,Enforced - Disputed,"Huruma, floods 2024, eviction, riparian, land tenure, civil society, April 2024, illegal allocation",Yes,0.88,Standard Media and Kenya Times directly cited.
KEN-NBI-021,KEN-NBI-021,Nairobi,300 Notices - Citywide,1/1/2025,12/31/2025,Over 300 eviction notices were issued to Nairobi residents on riparian land as part of a post-2024-flood enforcement drive. The NLC Commissioner cited public ignorance and political land allocation as root causes.,Water-Land,Eviction Notice - Riparian Land,Nairobi County Government; National Lands Commission; 300+ Property Owners; Civil Society,The Kenya Times reported that over 300 eviction notices were issued to Nairobi residents occupying riparian and flood-prone areas as part of an intensified post-flood enforcement campaign. National Lands Commissioner Mumo Musuva stated that the public wa,The Kenya Times,https://thekenyatimes.com/national/nairobi-floods-eviction/,Online News,-1.2864,36.8172,0,Unknown,Eviction Notices Issued,Ongoing - Enforcement Stage,"300 eviction notices, Nairobi, riparian, NLC, Commissioner, illegal allocation, politicians, citywide",Yes,0.9,Kenya Times directly cited. High confidence.
KEN-KBU-009,KEN-KBU-009,Kiambu,Juja - Tatu City Area,1/1/2018,12/31/2024,"The development of Tatu City special economic zone in Juja, Kiambu, one of Africa's largest new cities, raised concerns about water abstraction rights and impacts on the Athi River system and local water users.",Water-Land,Large-Scale Development Water Rights,Tatu City Developer (Rendeavour); Juja Water Users; WRMA; Kiambu County; Community Groups,"Tatu City, developed by Rendeavour, is a large planned urban development in Juja, Kiambu County, covering approximately 5,000 acres. The project's water requirements are substantial, requiring either deep borehole drilling or extraction from the Athi Riv",WRMA; Nation Media; Kiambu County,https://kiambu.go.ke,Regulatory; County Government,-1.1,37.01,0,0,Administrative - Water Permit Review,Ongoing,"Tatu City, Juja, Rendeavour, water abstraction, Athi River, WRMA, mega-development, Kiambu",Yes,0.75,Referenced in Kiambu County environmental and land use reports.
KEN-KBU-010,KEN-KBU-010,Kiambu,Karuri - Ndumberi,1/1/2018,12/31/2023,"Proliferation of unlicensed boreholes in Ndumberi area of Kiambu depleted groundwater levels, creating conflict between dairy farmers dependent on shallow wells and commercial borehole operators selling water.",Water-Land,Borehole Water Rights Conflict,Ndumberi Dairy Farmers; Private Borehole Operators; Kiambu County; WRMA,"The Ndumberi area of Kiambu County, known for its high density of dairy farming, saw rapid proliferation of commercial boreholes from 2015-2020. Many were drilled without WRMA permits. By 2018-2023, documented cases showed declining water levels in shall",WRMA; Kiambu County; Nation Media,https://wrma.go.ke,Regulatory; Government,-1.12,36.79,0,0,WRMA Enforcement - Borehole Sealing,Partially Resolved,"Ndumberi, borehole, groundwater, dairy farming, Kiambu, WRMA, over-abstraction, water table",Yes,0.75,Referenced in WRMA groundwater management records.
KEN-NBI-022,KEN-NBI-022,Nairobi,Nairobi Central - City Park,1/1/2010,12/31/2020,"City Park in Nairobi, which hosts important tree cover and seasonal water features feeding the Nairobi River system, faced encroachment by private developers and commercial entities backed by politically connected interests.",Water-Land,City Park Encroachment,Private Developers; Nairobi City County; Friends of City Park; NEMA,"City Park, located in Parklands, Nairobi, is one of the last remaining urban forests in central Nairobi and an important ecological resource. Its seasonal streams feed into the broader Nairobi River system. From 2010, private developers sought to establi",Friends of City Park; NEMA; Nation Media; Kenya Law,https://nema.go.ke,NGO; Regulatory; Court,-1.268,36.813,0,0,Court Injunction,Ongoing - Protected Status Reinforced,"City Park, Parklands, urban forest, encroachment, NEMA, court injunction, Nairobi River, catchment",Yes,0.77,Referenced in urban conservation reports for Nairobi.
KEN-NBI-023,KEN-NBI-023,Nairobi,Eastlands - Kayole,1/1/2020,12/31/2024,"A private developer blocked a primary storm drainage channel in Kayole, causing chronic flooding of 2000+ households. Affected residents filed complaints with the county and KENHA.",Water-Land,Drainage Blockage - Flood Conflict,Kayole Residents; Nairobi County; Private Developer; KENHA,"In the Kayole area of Eastlands Nairobi, a private developer constructed a perimeter wall and buildings across a primary storm drainage channel in approximately 2020. The blocked channel caused chronically flooded conditions in over 2,000 downstream hous",Standard Media; Nation Media; Nairobi County,https://standardmedia.co.ke,Print/Online News; Government,-1.274,36.91,0,2000+,Complaints Filed - Partial Enforcement,Ongoing,"Kayole, drainage, blockage, flooding, developer, Eastlands, KENHA, Nairobi County, chronic flood",Yes,0.77,Composite entry based on media reports and county records.
KEN-KBU-011,KEN-KBU-011,Kiambu,Ruaka,1/1/2018,12/31/2024,"Rapid residential development in Ruaka converted seasonal wetlands into building plots, destroying water retention capacity and causing downstream flooding and conflicts with NEMA.",Water-Land,Wetland Conversion - Real Estate Conflict,Private Developers; Ruaka Residents; NEMA; Kiambu County Environment Department,"Ruaka in Kiambu County has experienced explosive residential development linked to its proximity to Nairobi. From 2018, seasonal wetlands in the area were systematically drained and filled by developers for residential construction. NEMA received multipl",NEMA; Kiambu County; Nation Media,https://nema.go.ke,Regulatory; Government,-1.22,36.8,0,300+,NEMA Enforcement - Fines Issued,Partially Resolved,"Ruaka, wetland, real estate, NEMA, Kiambu, development, flooding, drainage, environmental audit",Yes,0.76,Referenced in NEMA enforcement reports for Kiambu.
