Record_ID,County,Sub_Location,Conflict_Type,Conflict_Subtype,Date_Start,Date_End,Parties_Involved,Incident_Summary,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Date_Start_parsed,Date_End_parsed,duration_days,Casualties_Reported_numeric,Casualties_Reported_is_lower_bound,Casualties_Reported_is_unknown,Displaced_Persons_numeric,Displaced_Persons_is_lower_bound,Displaced_Persons_is_unknown,is_long_duration,notes_mentions_chronic,Is_Composite,severity_score,Original_Record_ID
KEN-KBU-052,Kiambu,Kiambu County - 9 Water Companies - Service Coverage Gaps,Water-Land,Water Company Service Gap - Undercoverage and Informal Access,1/1/2013,12/31/2024,Nine Kiambu County Water Companies; WRMA; Kiambu County Government; Informal Water Vendors,"Despite nine licensed water service companies operating in Kiambu County, the Kiambu County Government reported only 35% of the population had access to potable water as of the CIDP 2018-2022 baseline. This gap generates informal water access conflicts.","The Kiambu County Government (kiambu.go.ke) documented that 90% of the county's water resources comprise both surface and groundwater, but domestic water supply growth over the preceding 5 years had resulted in only 35% of the population having access to potable water. Nine water companies -” Limuru Water, Kikuyu Water, Kiambu Water, Karuri Water, Githunguri Water, Ruiru-Juja Water, Gatundu South Water, Karimenu Water, and Thika Water -” serve the county under the Athi Water Services Board licensing framework. The 65% of the population without piped water access relies on informal water vendors, unlicensed boreholes, rainwater harvesting, and surface water collection, each of which generates documented conflicts. Water vendors control access to vulnerable communities; borehole competition depletes shared aquifers; and surface water collection exposes communities to contaminated water. The Senate Committee's August 2023 review of the eight companies flagged four for persistent financial losses, further reducing their capacity to expand coverage.",Kiambu County Government CIDP; Kenya Parliament,https://kiambu.go.ke/departments/water-environment-natural-resources/,Government; Legislative,-1.1711,36.831,0,Unknown,Active - Infrastructure Expansion,Ongoing - Systemic,"Kiambu, nine water companies, 35% access, piped water, informal vendors, borehole, coverage gap, CIDP",Yes,0.87,Kiambu County CIDP and Kenya Parliament cited.,,,,,,,,,,2013-01-01,2024-12-31,4382.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-KBU-052
KEN-TRK-072,Turkana,Turkana County - NRM Conflict - USAID Framework,Water-Land,NRM-Conflict Nexus - Structural Drivers in Turkana,1/1/2010,12/31/2024,USAID; WRA; County and National Government; NGO Partners; Turkana Communities,"USAID's 2024 Northern Kenya NRM conflict assessment identified structural drivers of resource conflict in Turkana County: proliferation of illegal weapons, weakened traditional governance, political elite manipulation, climate change, and inadequate water infrastructure investment.","The USAID Northern Kenya Violence and Conflict Assessment (April 2024) and supporting ICG, ACLED, and WPS documentation collectively establish the structural conflict drivers for Turkana County documented in this dataset. The assessment identified: (1) proliferation of illegal small arms acquired from Uganda, South Sudan, Ethiopia, and the Ogaden war -” making traditionally low-lethality pastoral raids into mass-casualty events; (2) weakening of traditional elder governance mechanisms as commercialisation of cattle rustling and political interference sideline elders; (3) political elite manipulation of conflict for electoral advantage (documented in Journal of Eastern African Studies 2023 and ICG 2023); (4) climate change driving five consecutive failed rainy seasons (2020-2023) and reducing water and pasture availability; and (5) inadequate water infrastructure investment -” boreholes, dams, and water pans -” to provide alternative water sources beyond traditional seasonal water points that become flashpoints. The KVDA's Cheparkule water pan (KEN-TRK-064) represents the mitigation approach recommended by USAID.",USAID; ICG; ACLED; WPS International Alert,https://usaid.gov/kenya/report/apr-23-2024-northern-kenya-violence-and-conflict-assessment-natural-resource-management-and-conflict-isiolo-laikipia-samburu-turkana-and-west-pokot,Government; NGO; Academic,3,35.9,239+,25000+,Active - Multi-Actor Engagement,Ongoing - Structural,"Turkana, NRM conflict, USAID, structural drivers, illegal weapons, traditional governance, climate, water infrastructure",Yes,0.95,"USAID, ICG, ACLED, WPS all cited.",,,,,,,,,,2010-01-01,2024-12-31,5478.0,239.0,True,False,25000.0,True,False,True,False,True,10.54397447486717,KEN-TRK-072
KEN-NBI-101,Nairobi,Nairobi - Mukuru kwa Njenga - Riparian SPA Impact,Water-Land,Mukuru kwa Njenga - Ngong River SPA Zone,3/6/2025,5/13/2026,Mukuru kwa Njenga Residents; Nairobi County; KENSUP; SDI Kenya; Amnesty Kenya,"Mukuru kwa Njenga, listed in the March 2025 SPA declaration for the Nairobi River Corridor, has a long documented history of industrial and residential riparian encroachment on Ngong River and drainage channels, creating complex multi-stakeholder conflicts.","Mukuru kwa Njenga was specifically listed by Muma & Kanjama Advocates (2025) among the affected informal settlements in the Nairobi River Corridor SPA declaration of 6 March 2025. Mukuru kwa Njenga sits adjacent to the Nairobi Industrial Area and along the Ngong River and its drainage tributaries. It is one of the most densely populated informal settlements in Nairobi. The settlement has been subject to KENSUP in-situ upgrading plans, SDI Kenya community organisation efforts, and multiple Amnesty Kenya documentation reports on eviction risks. The factories in the adjacent industrial area discharge effluent into the same drainage channels that run through the settlement (documented in KEN-NBI-045). Under the SPA, both the residential structures and the industrial effluent sources along the Ngong River in the Mukuru corridor fall within the 60-metre control zone. The complex overlap of industrial, residential, and water governance issues makes Mukuru kwa Njenga one of the most complex SPA corridor zones.",Muma & Kanjama Advocates; Amnesty Kenya; SDI Kenya; NEMA,https://mumakanjama.com/nairobi-river-corridor-declared-a-special-planning-area-understanding-the-60-metre-control-zone-its-impact-on-landowners-developers-and-legal-remedies/,Legal Commentary; NGO; Regulatory,-1.306,36.89,5+,50000+,SPA Framework - Active,Ongoing,"Mukuru kwa Njenga, SPA, Ngong River, industrial effluent, KENSUP, SDI Kenya, Amnesty, informal settlement, Nairobi",Yes,0.91,Muma & Kanjama and Amnesty Kenya cited.,,,,,,,,,,2025-03-06,2026-05-13,433.0,5.0,True,False,50000.0,True,False,True,False,True,7.2016586113331975,KEN-NBI-101
KEN-TRK-073,Turkana,Turkana County - Kakuma Refugee Conflict - Water,Water-Land,Kakuma Refugee Camp - Host Community Water Conflict,1/1/2006,12/31/2024,"Kakuma Refugee Camp (200,000+ refugees); Kalobeyei Host Community; UNHCR; Turkana County; LOWASCO","The Kakuma Refugee Camp and Kalobeyei settlement in Turkana County generate ongoing water access conflicts between the large refugee population and the host Turkana community over borehole water allocation, land use around water points, and groundwater depletion.","UNHCR Kenya documentation and International Alert's WPS Turkana report confirm that the Kakuma Refugee Camp, hosting over 200,000 refugees, and the adjacent Kalobeyei Integrated Settlement generate significant water-land conflicts with the host Turkana community. The camp's large population requires substantial water supply, drawing on boreholes that penetrate the same aquifer used by surrounding Turkana communities. Host community members have documented cases where camp-related borehole drilling has lowered the water table at community water points. LOWASCO manages water supply in Lodwar but has limited reach into the rural Kakuma area. Land disputes between refugees who have established agricultural plots and Turkana herders whose traditional migration routes cross the settlement area have been documented. UNHCR community liaison structures have attempted mediation. Host community members have at times blockaded camp water supply vehicles in protest at perceived inequitable water access. The Kalobeyei Integrated Settlement model, designed partly to address these host-refugee conflicts, has had limited success.",UNHCR Kenya; International Alert / WPS,https://www.international-alert.org/app/uploads/2022/10/Turkana-Conflict-report-final.pdf,NGO; International Organisation,3.72,34.87,5+,10000+,Active - UNHCR Mediation,Ongoing,"Kakuma, refugee camp, Kalobeyei, host community, water conflict, UNHCR, LOWASCO, borehole, Turkana, groundwater",Yes,0.88,International Alert and UNHCR cited.,,,,,,,,,,2006-01-01,2024-12-31,6939.0,5.0,True,False,10000.0,True,False,True,False,True,6.396979652716313,KEN-TRK-073
KEN-MCK-057,Machakos,Kathiani - Machakos Hills - Water Pan Governance,Water-Land,Kathiani Water Pan Network - Governance and Access Conflicts,1/1/2013,12/31/2024,Kathiani Sub-County Farmers; Kathiani Water and Sanitation Cooperative; Machakos County; NWCPC,Kathiani Sub-County in Machakos County has a network of community-managed water pans as part of the county's renowned terracing and soil conservation heritage. Governance failures in some water pans have created access conflicts between member and non-member farmers.,"Kathiani Sub-County in Machakos County participates in the county's celebrated system of terracing, sand dams, and water pans developed since the 1970s as one of Africa's most documented soil and water conservation success stories. Despite the positive system-level record, individual water pan governance disputes have been documented. Some water pans have been captured by politically connected individuals who control access and charge non-members for water during drought. Machakos County records document complaints about exclusion of non-member farmers from water pans they have informally used for decades. The National Water Conservation and Pipeline Corporation (NWCPC) has received complaints about water pan governance failures in Kathiani. The Machakos County CIDP (2018-2022) acknowledged variability in water pan committee effectiveness. This entry documents the governance conflict dimension of Kathiani's water pan network, distinct from the siltation conflict documented for Kangundo/Yatta in KEN-MCK-030.",NWCPC; Machakos County CIDP; Standard Media,https://machakos.go.ke,Government; Regulatory,-1.43,37.28,0,Unknown,Administrative - Water Pan Committee Review,Ongoing,"Kathiani, water pan, governance, access conflict, NWCPC, Machakos, terracing, member exclusion, drought",Yes,0.74,NWCPC and county CIDP cited.,,,,,,,,,,2013-01-01,2024-12-31,4382.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-MCK-057
KEN-KBU-053,Kiambu,Kiambu - Upper Tana Riparian Smallholder Farms,Water-Land,Upper Tana Buffer Zone - Smallholder Farmer Eviction Threat,1/1/2016,12/31/2024,Kiambu-Murang'a Border Smallholder Farmers (est. 500 families); TAWWDA; WRMA; Kiambu County; Kiambu Farmers Association,"Approximately 500 smallholder farming families along the Tana River upper catchment on the Kiambu-Murang'a border face ongoing pressure to vacate 30-metre riparian buffer zones under the Water Act 2016, threatening their livelihoods without adequate compensation alternatives.","WRMA and TAWWDA documentation for the upper Tana catchment in Kiambu County identifies approximately 500 smallholder families whose tea, horticultural, and food crop farms straddle the 30-metre riparian buffer zone along the Tana and its Kiambu tributaries. These farms have existed in many cases for three or more generations, predating the formal designation of riparian reserves under the Water Act 2016. The WRMA and Forestry Department's joint enforcement of the riparian buffer in the upper catchment has generated repeated confrontations. Farmers argue that their activities are necessary for food security and that compensation under watershed payment schemes is insufficient to cover the loss of productive land. TAWWDA, which manages Tana River downstream water infrastructure including the Sasumua Dam supply system for Nairobi, has an interest in protecting the upper catchment. The conflict is documented in WRMA upper Tana catchment management reports.",WRMA; TAWWDA; Kiambu County,https://wrma.go.ke,Regulatory; Government,-0.85,36.9,0,500+,Administrative - WRMA Buffer Enforcement,Ongoing,"Upper Tana, Kiambu, Murang'a border, smallholder, riparian buffer, WRMA, TAWWDA, Water Act 2016, 500 families",Yes,0.79,WRMA upper Tana catchment management reports cited.,,,,,,,,,,2016-01-01,2024-12-31,3287.0,0.0,False,False,500.0,True,False,True,False,True,3.1083030505424323,KEN-KBU-053
KEN-NBI-102,Nairobi,Nairobi - Nairobi River Pollution - UN Environment,Water-Land,Nairobi River Pollution - UN Environment Documentation,1/1/2010,12/31/2024,UN Environment; NEMA; Nairobi County; Industries; Informal Settlements; International Development Partners,"The Nairobi River has been documented by UN Environment as one of the most polluted rivers in East Africa, with documented industrial effluent, untreated sewage, and solid waste creating a systemic land-water governance conflict.","UN Environment has documented the Nairobi River as one of the most polluted urban rivers in East Africa. The river receives: industrial effluent from the Nairobi Industrial Area; untreated domestic sewage from informal settlements lacking sewer connections; solid waste dumped directly into the river and its tributaries; and runoff from impervious urban surfaces carrying petroleum products, heavy metals, and agricultural chemicals. Multiple attempts at river cleanup -” including the Nairobi River Cleanup Partnership with UNEP involvement documented in KEN-NBI-049 -” have achieved temporary improvements but not sustained clean-up. The 2025-2026 Nairobi River Regeneration Programme, launched by President Ruto, represents the most ambitious and well-funded attempt yet to address the river's pollution. UN Environment's documentation provides the scientific baseline against which the regeneration programme's success will be measured. The pollution conflict is systemic across the Nairobi River basin.",UN Environment; Nairobi River Cleanup Partnership; NEMA,https://nema.go.ke,International Organisation; Regulatory,-1.2864,36.8172,10+,Unknown,Active - Regeneration Programme,Ongoing - Systemic,"Nairobi River, UN Environment, pollution, industrial effluent, sewage, solid waste, regeneration programme, 2025",Yes,0.9,UN Environment and NEMA cited.,,,,,,,,,,2010-01-01,2024-12-31,5478.0,10.0,True,False,,False,True,True,False,True,2.3978952727983707,KEN-NBI-102
KEN-MCK-058,Machakos,Kathiani - ELC Machakos Multiple Cases,Water-Land,Kathiani Land and River Encroachment Cases,1/1/2015,12/31/2024,Kathiani Land Owners; ELC Machakos; NEMA; Machakos County; WRA,"Multiple land and environmental cases from Kathiani Sub-County of Machakos have been filed at the ELC Machakos court under Lady Justice Nyukuri, reflecting a broader pattern of land boundary, riparian encroachment, and water access disputes in the sub-county.","The ELC Machakos court under Lady Justice Annette Nyukuri (who also decided the major EAPCC, KMC, and AML cases documented in this dataset) has handled multiple cases from Kathiani Sub-County. The cases generally involve: boundary disputes between smallholder farms; encroachment on seasonal river and stream margins in the Kathiani hills; and disputed access to water pans and boreholes. While individual case details vary, the pattern reflects: rapid population growth increasing pressure on agricultural land; seasonal rivers and streams being cultivated closer to their banks; and disputes over traditional water access rights versus formal registered title. The Machakos County's generally adequate rainfall in normal years (compared to Turkana) means that Kathiani water conflicts are primarily about allocation governance rather than absolute scarcity. However, the 2022 drought extended to Machakos, intensifying existing conflicts.",ELC Machakos; Machakos County; Standard Media,https://machakos.go.ke,Court Record; Government; Print/Online News,-1.4,37.28,0,Unknown,Multiple ELC Cases,Ongoing,"Kathiani, ELC Machakos, Nyukuri, land boundary, river encroachment, water pan, borehole, Machakos",Yes,0.76,ELC Machakos case registry and county records cited.,,,,,,,,,,2015-01-01,2024-12-31,3652.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-MCK-058
KEN-TRK-074,Turkana,Turkana County - Pastoralism and Agriculture Conflict,Water-Land,Pastoralist vs Smallholder Irrigation Conflict - Kerio River,1/1/2010,12/31/2024,Turkana Smallholder Irrigators; Turkana Pastoralists; Kerio River Valley Communities; Machakos County Extension,"As drought pushes some Turkana pastoralists into sedentary smallholder farming in the Kerio River valley, conflicts have emerged between the new irrigating farmers and traditional pastoralists whose routes cross the river valley.","The ResearchGate/KNCRC academic documentation and International Alert's WPS Turkana report confirm that drought and recent oil-era economic changes have driven some Turkana pastoralists to adopt subsistence farming in river valleys, particularly along the Kerio River in Turkana South Sub-County. This shift creates new conflicts with traditional pastoralists whose livestock migration routes cross the same valley. Irrigating farmers fence small plots along the Kerio floodplain, blocking migration routes. Pastoralists whose livestock damage irrigated crops generate compensation disputes. Water abstraction from the Kerio by smallholder irrigators using gravity furrows or small pumps creates allocation conflicts with pastoral water points downstream. The Kerio River valley was also affected by the November 2020 flash flooding (KEN-TRK-044) that destroyed irrigation infrastructure. This combination of drought-induced livelihood shift and resource competition represents a documented but under-reported dimension of Turkana's conflict landscape.",International Alert / WPS; ResearchGate; KNCRC,https://www.international-alert.org/app/uploads/2022/10/Turkana-Conflict-report-final.pdf,NGO; Academic; Government,-1.5,35.9,5+,Unknown,Active - Community-Level Conflict,Ongoing,"Kerio River, smallholder, irrigator, pastoralist, route conflict, livelihood shift, Turkana South, drought, farming",Yes,0.82,International Alert and KNCRC cited.,,,,,,,,,,2010-01-01,2024-12-31,5478.0,5.0,True,False,,False,True,True,False,True,1.791759469228055,KEN-TRK-074
KEN-NBI-103,Nairobi,Nairobi - El NiÃ±o 2023-2024 - Flooding Pattern,Water-Land,El NiÃ±o 2023-2024 - Nairobi Flooding and Eviction Wave,10/1/2023,6/30/2024,Nairobi County; NDMU; Kenya Meteorological Department; Riparian Land Residents; Interior CS Kindiki,"The El NiÃ±o-related rains of late 2023 and early-to-mid 2024 caused the most severe flooding Nairobi had experienced in decades, triggering the nationwide riparian eviction drive and the KSh 50 billion Nairobi River Regeneration Programme.","Kenya Meteorological Department documented above-normal rainfall associated with El NiÃ±o from October 2023 through May 2024. The rains caused flooding in October-November 2023, with additional severe events in March-April 2024. The April 2024 floods were the deadliest, killing over 30 in Mathare Valley and contributing to a national toll surpassing 200. The government response -” CS Interior's May 2024 Public Security Order, the Cabinet Memorandum Issue No. 6 of 2024, and eventually the Nairobi River Regeneration Programme -” was directly triggered by the El NiÃ±o event. The IJAEMR (2025) academic study confirmed that the 2024 floods exposed the systemic failures of Nairobi's land use policies in managing riparian areas. The scale of the disaster and associated policy response makes the 2023-2024 El NiÃ±o season a watershed moment in Nairobi's land-water conflict history.",Kenya Meteorological Department; NDMU; Capital FM; Standard Media,https://standardmedia.co.ke,Government; Print/Online News,-1.2864,36.8172,200+,200000+,Emergency - Policy Response Launched,Ongoing - Programme Phase,"El NiÃ±o, 2023-2024, Nairobi floods, April 2024, 200 deaths national, riparian eviction, regeneration programme",Yes,0.95,Multiple government and media sources confirm El NiÃ±o-flood link.,,,,,,,,,,2023-10-01,2024-06-30,273.0,200.0,True,False,200000.0,True,False,True,False,True,11.406343730817913,KEN-NBI-103
KEN-MCK-059,Machakos,Mavoko - Endmor and Industrial Cluster Water Pollution,Water-Land,Mavoko Industrial Cluster - Aggregate Water Pollution Impact,1/1/2015,12/31/2024,Mavoko Residents; NEMA; WRA; EPZA; Industries; Mavoko Water and Sewerage Company,"The aggregate industrial water pollution load from the Mavoko/Athi River industrial cluster -” including EAPCC dust, Endmor Steel effluent, EPZA factories, and KMC waste -” has cumulatively degraded water quality in the Athi River corridor and surrounding boreholes.","The combination of multiple large industrial operations in the Mavoko/Athi River industrial zone of Machakos County creates an aggregate water pollution conflict that exceeds any individual case. The operations documented in this dataset include: EAPCC cement dust causing air and water quality degradation; Endmor Steel Millers discharging effluent (noted in the Daily Nation); EPZ factories in the EPZA zone; Kenya Meat Commission waste products; and Portland Cement Company effluent. NEMA's cumulative impact assessments for the Mavoko industrial zone have documented elevated levels of heavy metals, suspended solids, and organic pollutants in the Athi River downstream of the industrial cluster. Private borehole water in adjacent residential areas has been found to contain industrial pollutants in spot tests conducted by community health groups. WRA documented the Athi River water quality at multiple points, confirming industrial degradation. MAWASCO consumer complaints about water quality have increased over the study period.",NEMA; WRA; Standard Media; Community Health Reports,https://nema.go.ke,Regulatory; Government; Print/Online News,-1.47,37.08,0,Unknown,NEMA Cumulative Impact Review,Ongoing - Systemic,"Mavoko, industrial cluster, aggregate pollution, Athi River, NEMA, WRA, Endmor, EPZA, KMC, EAPCC, Machakos",Yes,0.82,NEMA and WRA aggregate impact reports cited.,,,,,,,,,,2015-01-01,2024-12-31,3652.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-MCK-059
KEN-KBU-054,Kiambu,Kiambu - Kikuyu - Ondiri Wetland,Water-Land,Ondiri Swamp - Wetland Development Conflict,1/1/2015,12/31/2024,Private Developer; Kikuyu Municipality; NEMA; Ondiri Wetland Conservation Group; WRA,"The Ondiri Wetland in Kikuyu, Kiambu County, is the main water source for the Kikuyu Water and Sewerage Company and a designated Important Bird Area. Encroachment from residential and commercial development has reduced the wetland's extent and water output.","The Ondiri Wetland in Kikuyu Sub-County, Kiambu County, sits adjacent to Kikuyu town and is designated as a Ramsar-listed wetland and Important Bird Area. It is the primary water source recharging the boreholes supplying the Kikuyu Water and Sewerage Company. The IJAEMR (2025) academic study on Nairobi/peri-Nairobi land use noted that the Ondiri Swamp (alongside Southlands) was one of the wetlands where approval of high-rise buildings with minimal EIA had disrupted natural drainage and contributed to flooding. From 2015, documented encroachment from the growing Kikuyu municipality -” residential developments, commercial structures, and waste dumping -” has reduced the wetland's effective area. WRA designated the wetland as requiring protection under the Water Act 2016. NEMA received multiple complaints from the Ondiri Wetland Conservation Group. The Kikuyu Water and Sewerage Company flagged declining borehole yields linked to reduced wetland recharge.",IJAEMR (2025); NEMA; WRA; Kikuyu Water,https://www.ijaemr.com/uploads/pdf/archivepdf/2025/IJAEMR_699.pdf,Academic; Regulatory; Government,-1.23,36.79,0,Unknown,NEMA Enforcement - Conservation,Ongoing,"Ondiri Wetland, Kikuyu, Kiambu, NEMA, WRA, Ramsar, bird area, borehole, development encroachment, Kikuyu Water",Yes,0.85,IJAEMR and NEMA cited.,,,,,,,,,,2015-01-01,2024-12-31,3652.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-KBU-054
KEN-NBI-104,Nairobi,Nairobi - Ngong River - Langata Road Corridor,Water-Land,Ngong River - Lang'ata Road Corridor Encroachment,1/1/2010,12/31/2024,Private Developers; Lang'ata Road Property Owners; NEMA; WRA; Nairobi County,"The Ngong River's corridor along and crossing the Lang'ata Road in Nairobi has been subject to progressive residential and commercial encroachment, contributing to flooding of Lang'ata Road during every significant rain event.","The Ngong River crosses Lang'ata Road at multiple points as it flows towards Kibera and the Nairobi Dam. From 2010, developers along Lang'ata Road built commercial and residential structures that encroach on the Ngong River's riparian corridor. The result is that during significant rain events, the constricted river overflows its banks and floods Lang'ata Road, causing traffic disruption and property damage. NEMA and KURA received multiple complaints. The CS Alice Wahome demarcation notice of December 2025 included the Ngong River among the nine rivers being demarcated, and enforcement along the Lang'ata Road corridor forms part of the broader Nairobi riparian enforcement drive. A private company successfully challenged an eviction order along the Ngong River in the Industrial Area (KEN-NBI-069), setting a precedent that enforcement requires due process. The Lang'ata Road corridor represents both informal-settlement and commercial riparian encroachment challenges.",NEMA; KURA; Standard Media; WRA,https://nema.go.ke,Regulatory; Print/Online News; Government,-1.3,36.78,0,Unknown,Active - Demarcation Under December 2025 Notice,Ongoing,"Ngong River, Lang'ata Road, encroachment, flooding, NEMA, KURA, WRA, Lang'ata, December 2025 notice",Yes,0.79,Composite from NEMA and KURA enforcement records.,,,,,,,,,,2010-01-01,2024-12-31,5478.0,0.0,False,False,,False,True,True,True,True,0.0,KEN-NBI-104
KEN-TRK-075,Turkana,Turkana - Lake Turkana - Climate Change Impact 2019-2024,Water-Land,Lake Turkana Water Level Fluctuation - Climate Conflict,1/1/2019,12/31/2024,Lake Turkana Basin Communities; Kenya and Ethiopia Governments; Dassanach; Turkana North Fishing Communities; WPS Partnership,"Lake Turkana's water level has fluctuated dramatically between 2019 and 2024, alternating between record highs (from Omo River flooding) and record lows (from drought), creating alternating conflicts over flooded land and dry-season water access.","The Water, Peace and Security partnership documentation and Yale Environment 360 coverage confirm that Lake Turkana experienced significant water level fluctuations between 2019 and 2024. Erratic rainfall and deforestation on the Ethiopian side led to Omo River overflows that raised lake levels and flooded traditional settlement areas and fishing grounds around the lake's shoreline. In 2020 and 2021, flooding from Omo overflow destroyed homesteads and fishing camps around the lake. Simultaneously, the five consecutive failed rainy seasons (2020-2023) reduced fresh water availability in the lake's catchment and intensified pastoral conflict. The combination of periodic flooding (destroying shoreline settlements) and chronic drought (driving pastoralists to water point conflicts) represents a documented compound climate conflict at Lake Turkana. Communities forced from traditional shoreline settlements by flooding then compete with other communities for inland water points, creating cascading conflicts.",WPS International Alert; Yale Environment 360; WPS Impact Stories,https://waterpeacesecurity.org/info/impact-story-01-10-2023-resource-management-challenges,NGO; Print/Online News,4,36.1,10+,5000+,Active - Climate-Driven,Ongoing,"Lake Turkana, water level, Omo River, flooding, drought, climate change, 2019-2024, shoreline, fishing, Dassanach",Yes,0.9,WPS International Alert directly cited.,,,,,,,,,,2019-01-01,2024-12-31,2191.0,10.0,True,False,5000.0,True,False,True,False,True,6.656591858507823,KEN-TRK-075
KEN-NBI-105,Nairobi,Lang'ata - Mutuini/Ngong River - Southend Mall,Water-Land,Approved-then-Demolished Commercial Building - Southend Mall 2018,1/1/2012,8/8/2018,Mosiara Trading Company Ltd; Former Bobasi MP Stephen Manoti; NEMA; KURA; Nairobi County; Nairobi West / South C / Lang'ata Residents,"On 8 August 2018, NEMA and Nairobi County demolished the five-storey Southend Mall on Lang'ata Road, which stood atop the Mutuini-Ngong River. The KSh 2 billion mall had been constructed with NEMA's own 2012 Environmental Impact Assessment licence and City Hall approvals.","The Standard Media and Daily Nation extensively covered the August 2018 demolition of Southend Mall at the Mbagathi Way-Lang'ata Road junction, opposite T-Mall. The mall, owned by former Bobasi MP Stephen Manoti (Mosiara Trading Company Ltd), was built on Plot LR No. 209/12227 atop the Mutuini-Ngong River. NEMA's own Environmental Impact Assessment Licence dated 16 August 2012 had approved the construction of a hotel and office block, noting only that 'no development activity will be undertaken within a distance of 10m from the highest ever recorded level of Ngong River.' In April 2016, Nairobi County's Director of Public Works and Transport issued a further licence for plot improvements. Despite having government approvals, NEMA and Nairobi County demolished the KSh 2 billion structure because it was blamed for obstructing the river and causing perennial flooding in Nairobi West, South C, and Lang'ata. The owner obtained a court order to stop demolition; City Hall challenged the order from early 2017. Demolitions proceeded on 8 August 2018 at 5am, with the owner's lawyers present but unable to halt the exercise. 80 Java Coffee House employees at the adjacent Kileleshwa Shell station (demolished the previous day) were left stranded. This case became the seminal example of the 'approval-then-demolition' planning failure cycle documented by Mjengo Hub (April 2026).",Standard Media; Daily Nation; Business Daily; Kenyans.co.ke,https://www.standardmedia.co.ke/article/2001291119/demolition-spree-southend-mall-flattened-photos,Print/Online News,-1.305,36.785,0,Unknown,Demolished by NEMA/County August 2018,Enforced - Building Destroyed,"Southend Mall, Mutuini-Ngong River, Lang'ata Road, LR 209/12227, NEMA EIA 2012, Manoti, KSh 2 billion, demolition, approval cycle",Yes,0.97,"Standard Media and Daily Nation directly cited. Named owner, EIA licence number and date confirmed.",,,,,,,,,,2012-01-01,2018-08-08,2411.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-NBI-105
KEN-NBI-106,Nairobi,Kileleshwa - Ring Road - Java / Shell Demolition 2018,Water-Land,Riparian Demolition - Java House and Shell Petrol Station 2018,8/6/2018,8/6/2018,Java Coffee House; Shell Kenya; NEMA; KURA; Nairobi County; 80 Java Employees,"On 6 August 2018, NEMA, KURA, and Nairobi County demolished a Shell petrol station and the Java House restaurant outlet at Ring Road Kileleshwa as part of the 2018 riparian enforcement drive. 80 Java employees were left stranded without prior notice.","The Standard Media and Nairobi News reported that on Monday, 6 August 2018, NEMA demolished a Shell petrol station and the Java House restaurant outlet at Ring Road Kileleshwa, Nairobi. The structures were built adjacent to the Nairobi River on riparian land. 80 Java Coffee House employees were left stranded; Java stated they received no prior notice. This was part of the same 2018 riparian enforcement drive that targeted Southend Mall the next day. A 2018 NEMA report also earmarked the Westgate Car Park (which NEMA had previously lost an appeal to remove), Nakumatt Ukay at Westlands (built along riverbanks and wetlands), the Tribe Hotel at Village Market, GemSuites in Riverside Drive, and Taj Apartments in Kileleshwa (for partial boundary wall removal). A parliamentary committee visit in June 2018 had also identified Limuru Road, Lang'ata Road, Arboretum Road, Spring Valley, Globe Cinema roundabout, Riverside Drive, Westlands, Parklands, Fuata Nyayo estate in South B, Village Market, and Alina Villas in Spring Valley as areas with buildings on river banks. The same Kileleshwa area had a new mall constructed a few metres from the river several years after the 2018 demolitions.",Standard Media; Nairobi News; Business Daily,https://www.standardmedia.co.ke/article/2001291283/list-of-buildings-nema-has-earmarked-for-demolitions-photos,Print/Online News,-1.285,36.792,0,80+,Demolished by NEMA 6 August 2018,Enforced - Buildings Destroyed,"Java House, Shell, Kileleshwa, Ring Road, NEMA, KURA, 2018 demolition, riparian, 80 employees, approval cycle",Yes,0.97,"Standard Media directly cited. Named businesses, date and area confirmed.",,,,,,,,,,2018-08-06,2018-08-06,0.0,0.0,False,False,80.0,True,False,False,False,False,2.19722457733622,KEN-NBI-106
